id,type,ticket_type,attraction,wait_at_attraction,ride_duration,satisfaction_status,fatigue,time,day,time_of_entry,time_left,entered_park,attractions_visited_so_far
V0453,child,online,Bumper Cars,55.18,3.5,78,0,91.79,Monday,31.8,237.68,True,1
V0007,child,online,Petting Zoo,51.83,5.5,50,2,91.93,Monday,1.29,184.11,True,3
V0368,child,online,Fun House,61.31,4.5,76,0,92.04,Monday,25.25,244.38,True,1
V0991,adult,online,Roller Coaster,14.74,5.5,96,0,92.4,Monday,70.68,343.02,True,1
V1157,adult,online,Laser Maze,5.82,3.8,98,0,92.53,Monday,81.91,304.94,True,1
V0767,adult,online,Drop Tower,31.67,5.8,88,0,92.9,Monday,53.98,252.5,True,1
V0477,adult,online,Swing Ride,55.0,4.2,80,0,93.16,Monday,33.13,309.75,True,1
V0103,adult,online,Water Slide,7.78,4.5,64,2,93.18,Monday,8.74,310.65,True,3
V0660,child,online,Ferris Wheel,39.71,6.0,86,0,93.22,Monday,46.26,279.44,True,1
V0223,adult,online,Go Karts,30.27,5.0,68,2,93.35,Monday,16.07,316.98,True,3
V0319,adult,online,Ferris Wheel,40.93,6.0,62,2,94.27,Monday,21.94,130.53,True,3
V0852,child,online,Ball Pit,28.99,4.0,90,0,94.29,Monday,60.53,286.63,True,1
V0062,child,ticket_office,Flying Chairs,46.7,4.0,62,0,94.41,Monday,42.42,250.48,True,1
V0655,adult,online,Observation Tower,29.06,5.0,78,1,94.79,Monday,45.62,215.03,True,2
V0600,child,online,Carousel,47.76,4.3,82,0,95.33,Monday,42.1,319.76,True,1
V0101,child,online,Mirror Maze,54.67,4.2,59,1,95.34,Monday,7.87,150.28,True,2
V0047,adult,online,Bumper Cars,58.74,3.5,44,3,96.3,Monday,4.55,284.22,True,4
V0441,child,online,Mini Train,58.36,6.5,78,0,96.62,Monday,31.17,324.49,True,1
V0294,adult,online,Pirate Ship,71.03,4.7,72,0,96.95,Monday,20.01,282.43,True,1
V0662,adult,online,Laser Maze,7.8,3.8,64,3,97.12,Monday,46.82,269.54,True,4
V0142,child,online,Fun House,64.6,4.5,67,1,97.22,Monday,10.43,234.55,True,2
V0575,adult,online,4D Cinema,6.31,6.0,73,1,97.55,Monday,39.56,286.5,True,2
V0503,child,online,Swing Ride,58.03,4.2,78,0,98.47,Monday,35.12,290.06,True,1
V0999,adult,online,Roller Coaster,21.49,5.5,92,0,98.52,Monday,70.9,213.94,True,1
V0273,adult,online,Water Slide,11.12,4.5,60,1,98.63,Monday,18.93,322.74,True,2
V0500,child,online,Petting Zoo,57.25,5.5,78,0,98.81,Monday,34.68,294.09,True,1
V0832,adult,online,Go Karts,34.64,5.0,88,0,98.93,Monday,58.71,303.68,True,1
V1094,adult,online,Virtual Reality Zone,13.93,6.5,96,0,99.09,Monday,77.23,420.69,True,1
V1116,adult,online,Virtual Reality Zone,12.52,6.5,96,0,99.43,Monday,79.15,242.53,True,1
V0369,child,online,Ball Pit,32.44,4.0,66,1,99.64,Monday,25.82,280.0,True,2
V0608,adult,online,Flying Chairs,51.78,4.0,80,0,99.66,Monday,42.63,338.56,True,1
V0842,adult,online,Drop Tower,33.28,5.8,88,0,100.11,Monday,59.63,195.04,True,1
V0506,child,online,Mirror Maze,59.5,4.2,78,0,100.13,Monday,35.84,244.67,True,1
V0668,child,online,Ferris Wheel,46.09,6.0,82,0,100.49,Monday,47.13,250.94,True,1
V0615,adult,online,Carousel,52.52,4.3,80,0,100.55,Monday,42.8,208.91,True,1
V0204,child,online,Bumper Cars,60.26,3.5,58,1,100.65,Monday,14.62,343.58,True,2
V0006,adult,ticket_office,Observation Tower,32.03,5.0,52,4,101.09,Monday,6.18,313.42,True,5
V0675,child,online,Ferris Wheel,46.87,6.0,82,0,101.44,Monday,47.4,349.13,True,1
V1341,adult,online,Laser Maze,4.16,3.8,100,0,102.04,Monday,92.96,303.57,True,1
V0078,child,online,Fun House,68.09,4.5,58,1,102.33,Monday,6.64,251.6,True,2
V0301,adult,online,Pirate Ship,76.16,4.7,70,0,102.51,Monday,20.79,329.45,True,1
V0181,child,online,Swing Ride,62.48,4.2,59,1,103.54,Monday,13.39,320.54,True,2
V1216,adult,online,Water Slide,14.25,4.5,96,0,104.44,Monday,84.38,297.3,True,1
V0022,child,online,Mini Train,63.8,6.5,50,2,104.6,Monday,2.7,353.92,True,3
V0911,child,online,Ball Pit,34.18,4.0,88,0,104.8,Monday,65.46,364.79,True,1
V0636,child,online,Flying Chairs,55.28,4.0,78,0,104.89,Monday,44.38,261.09,True,1
V0195,child,online,Bumper Cars,62.64,3.5,64,1,104.97,Monday,14.07,256.75,True,2
V0095,adult,ticket_office,Roller Coaster,26.23,5.5,70,0,105.02,Monday,72.3,339.07,True,1
V1301,adult,online,4D Cinema,7.67,6.0,98,0,105.03,Monday,89.88,457.59,True,1
V0000,child,online,Petting Zoo,59.38,5.5,39,3,105.24,Monday,0.81,106.24,True,4
V0845,adult,online,Go Karts,38.45,5.0,86,0,105.42,Monday,60.48,302.18,True,1
V0619,child,online,Carousel,56.9,4.3,78,0,105.43,Monday,43.65,391.09,True,1
V0077,adult,online,Mirror Maze,59.59,4.2,49,2,105.63,Monday,6.33,325.96,True,3
V0938,adult,online,Virtual Reality Zone,14.39,6.5,83,1,106.45,Monday,67.56,366.83,True,2
V0262,adult,online,Drop Tower,38.04,5.8,54,2,106.65,Monday,17.85,150.37,True,3
V0031,adult,ticket_office,Virtual Reality Zone,15.6,6.5,41,1,106.93,Monday,23.66,260.03,True,2
V0999,adult,online,Laser Maze,2.52,3.8,86,1,106.94,Monday,70.9,213.94,True,2
V0098,adult,online,Observation Tower,37.95,5.0,50,2,107.32,Monday,7.7,169.74,True,3
V0420,adult,online,Fun House,72.34,4.5,72,0,107.46,Monday,30.0,214.83,True,1
V0318,adult,online,Ferris Wheel,52.88,6.0,53,2,107.62,Monday,21.95,161.85,True,3
V0108,child,online,Ferris Wheel,53.72,6.0,49,2,107.95,Monday,9.07,217.39,True,3
V0307,child,online,Pirate Ship,81.52,4.7,68,0,108.26,Monday,20.99,351.57,True,1
V1515,adult,online,Haunted House,0,4.0,100,0,108.41,Monday,103.48,294.3,True,1
V0585,child,online,Swing Ride,63.17,4.2,76,0,108.68,Monday,40.37,276.29,True,1
V0061,adult,ticket_office,Bumper Cars,64.26,3.5,56,0,109.01,Monday,40.7,370.19,True,1
V1396,adult,online,Water Slide,8.63,4.5,98,0,110.0,Monday,95.81,102.97,True,1
V0705,child,online,Flying Chairs,55.8,4.0,78,0,110.21,Monday,49.09,367.41,True,1
V0985,child,online,Ball Pit,34.69,4.0,88,0,110.29,Monday,70.11,336.49,True,1
V0623,child,online,Carousel,61.64,4.3,76,0,110.3,Monday,43.79,272.03,True,1
V0602,child,online,Mirror Maze,63.52,4.2,76,0,111.24,Monday,42.1,380.41,True,1
V0842,adult,online,Laser Maze,3.83,3.8,81,1,111.28,Monday,59.63,195.04,True,2
V0884,adult,online,Go Karts,41.94,5.0,84,0,111.76,Monday,63.48,347.63,True,1
V0590,adult,online,Petting Zoo,63.89,5.5,76,0,111.89,Monday,41.35,198.06,True,1
V0194,adult,online,Roller Coaster,32.25,5.5,47,3,111.91,Monday,14.31,121.21,True,4
V0497,child,online,Mini Train,69.38,6.5,74,0,112.02,Monday,35.22,271.25,True,1
V0587,adult,online,4D Cinema,14.79,6.0,70,1,112.27,Monday,40.44,469.45,True,2
V0475,child,online,Fun House,74.53,4.5,72,0,112.54,Monday,32.93,386.95,True,1
V0003,adult,ticket_office,Observation Tower,33.91,5.0,27,5,113.08,Monday,3.92,114.08,True,6
V0591,child,online,Bumper Cars,67.58,3.5,74,0,113.33,Monday,41.42,414.51,True,1
V0862,adult,online,Virtual Reality Zone,18.02,6.5,69,2,113.58,Monday,61.52,234.07,True,3
V0984,adult,online,Drop Tower,36.6,5.8,86,0,113.64,Monday,70.05,223.54,True,1
V0001,adult,online,Pirate Ship,85.32,4.7,44,3,113.96,Monday,0.89,174.18,True,4
V0593,adult,online,Swing Ride,67.19,4.2,74,0,114.13,Monday,41.49,350.03,True,1
V0411,adult,online,Virtual Reality Zone,18.21,6.5,41,4,114.16,Monday,28.74,286.15,True,5
V0360,adult,online,Ferris Wheel,59.12,6.0,66,1,114.58,Monday,25.22,392.96,True,2
V0035,child,online,Flying Chairs,59.05,4.0,39,2,114.86,Monday,2.97,117.86,True,3
V0707,child,online,Ferris Wheel,58.01,6.0,78,0,114.9,Monday,49.94,243.38,True,1
V0250,child,online,Ball Pit,27.51,4.0,45,2,115.1,Monday,17.74,342.49,True,3
V0624,adult,online,Carousel,66.35,4.3,74,0,115.39,Monday,43.95,46.33,True,1
V0575,adult,online,Water Slide,10.45,4.5,64,2,115.72,Monday,39.56,286.5,True,3
V0845,adult,online,Laser Maze,3.86,3.8,75,1,115.87,Monday,60.48,302.18,True,2
V0511,adult,online,Mirror Maze,67.51,4.2,65,1,116.2,Monday,36.18,354.65,True,2
V0102,child,online,Fun House,72.86,4.5,44,2,117.82,Monday,8.27,248.23,True,3
V0612,adult,online,Petting Zoo,69.22,5.5,74,0,118.04,Monday,42.67,334.28,True,1
V0917,adult,online,Go Karts,45.6,5.0,82,0,118.05,Monday,66.16,243.82,True,1
V0658,adult,online,Bumper Cars,67.21,3.5,74,0,118.09,Monday,46.11,296.95,True,1
V0021,adult,ticket_office,Roller Coaster,37.86,5.5,40,3,118.27,Monday,14.06,149.56,True,4
V1060,adult,online,Observation Tower,37.94,5.0,86,0,119.11,Monday,75.13,377.24,True,1
V0145,child,online,Pirate Ship,90.97,4.7,50,1,119.28,Monday,10.71,397.19,True,2
V1310,adult,online,4D Cinema,21.43,6.0,92,0,119.55,Monday,90.84,371.53,True,1
V0008,child,online,Swing Ride,71.71,4.2,43,2,119.78,Monday,1.1,293.81,True,3
V0023,adult,online,Flying Chairs,59.46,4.0,37,3,119.8,Monday,2.36,120.8,True,4
V0522,child,online,Mini Train,75.44,6.5,70,0,119.84,Monday,36.58,292.36,True,1
V0012,child,online,Ball Pit,31.84,4.0,35,3,119.93,Monday,1.91,121.93,True,4
V0194,adult,online,Laser Maze,0.95,3.8,37,4,120.21,Monday,14.31,121.21,True,5
V0629,child,online,Carousel,71.17,4.3,72,0,120.46,Monday,44.22,264.62,True,1
V1178,adult,online,Drop Tower,30.81,5.8,88,0,120.8,Monday,82.83,384.01,True,1
V0235,adult,online,Virtual Reality Zone,22.93,6.5,58,2,121.12,Monday,16.44,198.14,True,3
V1458,adult,online,Water Slide,16.07,4.5,94,0,121.17,Monday,99.65,321.69,True,1
V0025,child,ticket_office,Mirror Maze,71.64,4.2,51,1,121.72,Monday,17.31,427.21,True,2
V0755,adult,online,Ferris Wheel,62.26,6.0,76,0,121.87,Monday,52.33,478.6,True,1
V0440,adult,online,Ferris Wheel,61.22,6.0,57,1,122.06,Monday,31.02,432.55,True,2
V1157,adult,online,Virtual Reality Zone,19.63,6.5,87,1,122.16,Monday,81.91,304.94,True,2
V0228,child,online,Bumper Cars,71.34,3.5,57,1,122.74,Monday,16.43,333.23,True,2
V0064,adult,online,Fun House,76.8,4.5,45,2,123.14,Monday,5.78,328.9,True,3
V0845,adult,online,Haunted House,0,4.0,62,2,124.05,Monday,60.48,302.18,True,3
V0401,adult,online,Go Karts,51.29,5.0,55,2,124.13,Monday,28.36,337.14,True,3
V0114,adult,online,Petting Zoo,71.51,5.5,36,4,124.36,Monday,9.98,413.92,True,5
V0070,adult,ticket_office,Roller Coaster,31.61,5.5,48,1,124.49,Monday,49.22,346.86,True,2
V0362,adult,online,Pirate Ship,94.32,4.7,64,0,124.51,Monday,24.95,419.35,True,1
V0626,child,online,Swing Ride,75.24,4.2,70,0,124.62,Monday,44.54,436.09,True,1
V1168,adult,online,Observation Tower,36.81,5.0,86,0,124.66,Monday,82.3,396.41,True,1
V0508,adult,online,Flying Chairs,60.59,4.0,60,1,124.93,Monday,35.45,207.26,True,2
V1698,adult,online,Laser Maze,2.65,3.8,100,0,125.18,Monday,117.56,442.42,True,1
V0495,child,online,Ball Pit,33.34,4.0,64,1,125.21,Monday,35.08,362.39,True,2
V0649,adult,online,Carousel,74.97,4.3,72,0,126.13,Monday,45.49,206.24,True,1
V0991,adult,online,4D Cinema,26.15,6.0,75,1,126.4,Monday,70.68,343.02,True,2
V0135,adult,ticket_office,Water Slide,16.83,4.5,74,0,126.43,Monday,104.34,453.21,True,1
V0202,child,online,Mirror Maze,76.17,4.2,56,1,127.1,Monday,14.71,369.13,True,2
V0068,adult,ticket_office,Bumper Cars,75.55,3.5,50,0,127.29,Monday,47.18,218.24,True,1
V0086,child,online,Mini Train,76.61,6.5,44,2,127.65,Monday,7.03,308.35,True,3
V1205,adult,online,Drop Tower,36.67,5.8,86,0,127.92,Monday,84.14,242.54,True,1
V1402,adult,online,Virtual Reality Zone,25.07,6.5,90,0,128.13,Monday,96.05,276.94,True,1
V0417,adult,online,Fun House,81.7,4.5,52,1,128.45,Monday,29.13,397.13,True,2
V0768,adult,online,Ferris Wheel,67.74,6.0,74,0,128.6,Monday,54.13,222.91,True,1
V1782,adult,online,Haunted House,0,4.0,100,0,128.96,Monday,124.45,426.54,True,1
V0568,adult,online,Ferris Wheel,67.92,6.0,58,1,129.01,Monday,39.23,294.92,True,2
V0654,child,online,Swing Ride,78.79,4.2,70,0,129.47,Monday,45.84,378.09,True,1
V0319,adult,online,Virtual Reality Zone,25.89,6.5,39,3,129.53,Monday,21.94,130.53,True,4
V1735,adult,online,Laser Maze,4.72,3.8,100,0,129.83,Monday,120.45,335.43,True,1
V1021,adult,online,Go Karts,51.09,5.0,80,0,129.93,Monday,73.04,230.73,True,1
V1266,child,online,Ball Pit,36.97,4.0,86,0,130.04,Monday,88.24,433.05,True,1
V0890,child,online,Flying Chairs,61.15,4.0,76,0,130.11,Monday,63.78,401.61,True,1
V0087,child,online,Pirate Ship,98.89,4.7,43,2,130.32,Monday,6.97,385.11,True,3
V1304,adult,online,Observation Tower,34.37,5.0,88,0,130.46,Monday,90.29,300.01,True,1
V1277,adult,online,Roller Coaster,35.36,5.5,86,0,131.12,Monday,89.13,229.32,True,1
V0672,adult,online,Petting Zoo,76.81,5.5,70,0,131.17,Monday,47.55,209.76,True,1
V0313,child,online,Bumper Cars,76.75,3.5,48,1,131.32,Monday,21.43,392.52,True,2
V0156,child,online,Carousel,78.59,4.3,47,1,131.52,Monday,11.17,407.19,True,2
V0392,adult,online,Mirror Maze,81.5,4.2,49,1,131.96,Monday,27.21,437.9,True,2
V0587,adult,online,Water Slide,13.16,4.5,54,2,132.31,Monday,40.44,469.45,True,3
V1486,adult,online,4D Cinema,24.21,6.0,92,0,133.2,Monday,102.19,406.71,True,1
V0755,adult,online,Haunted House,4.09,4.0,70,1,133.86,Monday,52.33,478.6,True,2
V0180,child,online,Swing Ride,82.52,4.2,51,1,134.23,Monday,13.28,274.02,True,2
V1262,adult,online,Drop Tower,40.51,5.8,84,0,134.41,Monday,87.41,413.51,True,1
V0182,child,online,Fun House,86.77,4.5,53,1,134.45,Monday,13.12,411.94,True,2
V1750,adult,online,Laser Maze,7.97,3.8,98,0,134.45,Monday,121.85,301.81,True,1
V1293,child,online,Ball Pit,40.29,4.0,84,0,134.65,Monday,89.74,419.53,True,1
V0618,child,online,Mini Train,84.41,6.5,68,0,135.16,Monday,43.24,45.28,True,1
V0605,adult,online,Flying Chairs,61.3,4.0,55,1,135.29,Monday,42.86,188.57,True,2
V0762,adult,online,Bumper Cars,78.29,3.5,70,0,135.69,Monday,53.03,211.14,True,1
V0773,adult,online,Go Karts,55.99,5.0,69,1,135.71,Monday,54.6,462.56,True,2
V0281,child,online,Ferris Wheel,74.09,6.0,53,1,135.83,Monday,19.54,364.68,True,2
V1563,adult,online,Virtual Reality Zone,20.76,6.5,92,0,136.01,Monday,107.37,474.53,True,1
V0203,adult,online,Ferris Wheel,73.87,6.0,46,2,136.03,Monday,14.98,154.21,True,3
V0060,adult,online,Pirate Ship,104.6,4.7,38,2,136.23,Monday,5.7,137.23,True,3
V0766,child,online,Carousel,77.73,4.3,70,0,136.84,Monday,53.8,400.97,True,1
V1449,adult,online,Observation Tower,31.0,5.0,88,0,136.88,Monday,99.46,101.89,True,1
V0671,child,online,Mirror Maze,84.82,4.2,68,0,137.17,Monday,47.14,467.68,True,1
V0999,adult,online,Virtual Reality Zone,21.6,6.5,66,2,137.23,Monday,70.9,213.94,True,3
V0127,adult,online,Roller Coaster,41.2,5.5,37,3,137.57,Monday,10.45,140.57,True,4
V0723,adult,online,Petting Zoo,80.6,5.5,68,0,137.81,Monday,50.56,425.0,True,1
V1719,adult,online,Water Slide,13.64,4.5,96,0,137.85,Monday,118.67,322.06,True,1
V1801,adult,online,Haunted House,8.87,4.0,98,0,138.51,Monday,124.99,332.6,True,1
V0393,child,online,Ball Pit,44.12,4.0,49,1,139.18,Monday,27.76,210.87,True,2
V0436,adult,online,Swing Ride,85.44,4.2,51,1,139.32,Monday,30.47,169.56,True,2
V1760,adult,online,Laser Maze,12.37,3.8,96,0,139.7,Monday,122.08,303.07,True,1
V0620,child,online,Fun House,90.75,4.5,64,0,139.87,Monday,43.7,420.62,True,1
V1522,adult,online,4D Cinema,29.07,6.0,90,0,139.91,Monday,104.12,369.88,True,1
V0414,child,online,Flying Chairs,63.71,4.0,52,1,140.46,Monday,29.25,327.91,True,2
V0055,adult,online,Bumper Cars,81.82,3.5,36,3,140.47,Monday,5.03,141.47,True,4
V1280,adult,online,Drop Tower,45.18,5.8,82,0,141.1,Monday,89.23,427.17,True,1
V0032,adult,online,Go Karts,55.5,5.0,37,2,141.61,Monday,2.99,142.61,True,3
V0029,child,online,Pirate Ship,109.49,4.7,32,2,141.92,Monday,2.45,144.92,True,3
V0704,adult,online,Mirror Maze,88.02,4.2,66,0,142.32,Monday,49.15,333.81,True,1
V0839,child,online,Carousel,77.83,4.3,70,0,142.41,Monday,59.01,379.45,True,1
V1469,adult,online,Observation Tower,36.37,5.0,86,0,142.59,Monday,100.5,344.06,True,1
V0302,child,online,Mini Train,89.08,6.5,46,1,142.89,Monday,20.68,351.62,True,2
V0779,child,online,Ferris Wheel,80.32,6.0,68,0,142.92,Monday,55.51,225.98,True,1
V0790,child,online,Ferris Wheel,80.47,6.0,68,0,143.11,Monday,55.56,57.59,True,1
V0917,adult,online,Water Slide,18.8,4.5,70,1,143.19,Monday,66.16,243.82,True,2
V1735,adult,online,Haunted House,7.69,4.0,86,1,143.55,Monday,120.45,335.43,True,2
V1396,adult,online,Virtual Reality Zone,25.01,6.5,74,1,143.69,Monday,95.81,102.97,True,2
V0285,adult,online,Roller Coaster,43.53,5.5,53,1,143.86,Monday,19.51,218.7,True,2
V0725,child,online,Petting Zoo,87.06,5.5,66,0,143.88,Monday,50.76,361.06,True,1
V1157,adult,online,Laser Maze,16.53,3.8,72,2,144.19,Monday,81.91,304.94,True,3
V0213,child,online,Ball Pit,47.06,4.0,43,2,144.22,Monday,15.46,231.95,True,3
V0271,child,online,Swing Ride,88.57,4.2,47,1,144.83,Monday,18.37,19.22,True,2
V0268,adult,online,Bumper Cars,86.09,3.5,46,1,144.95,Monday,18.4,434.27,True,2
V0984,adult,online,Virtual Reality Zone,21.59,6.5,73,1,145.08,Monday,70.05,223.54,True,2
V0659,child,online,Fun House,93.54,4.5,64,0,145.26,Monday,46.33,46.4,True,1
V0165,child,online,Flying Chairs,68.84,4.0,32,2,145.92,Monday,12.01,148.92,True,3
V0712,child,online,Mirror Maze,92.33,4.2,64,0,147.28,Monday,50.0,235.28,True,1
V0262,adult,online,4D Cinema,32.26,6.0,34,3,147.37,Monday,17.85,150.37,True,4
V0786,adult,online,Go Karts,59.77,5.0,57,1,147.54,Monday,55.73,229.49,True,2
V0458,child,online,Pirate Ship,110.29,4.7,56,0,147.88,Monday,31.64,341.09,True,1
V0885,adult,online,Carousel,78.88,4.3,70,0,148.14,Monday,63.53,218.48,True,1
V1506,adult,online,Drop Tower,37.89,5.8,86,0,148.16,Monday,103.22,387.54,True,1
V0021,adult,ticket_office,Water Slide,22.92,4.5,27,4,148.56,Monday,14.06,149.56,True,5
V1094,adult,online,Observation Tower,40.5,5.0,68,1,148.79,Monday,77.23,420.69,True,2
V1785,adult,online,Laser Maze,19.96,3.8,94,0,149.22,Monday,124.23,346.08,True,1
V0101,child,online,Ball Pit,46.88,4.0,36,2,149.28,Monday,7.87,150.28,True,3
V0075,adult,ticket_office,Ferris Wheel,87.12,6.0,46,0,149.76,Monday,55.99,434.26,True,1
V0014,adult,online,Bumper Cars,90.52,3.5,33,2,149.79,Monday,1.85,151.79,True,3
V0043,adult,online,Swing Ride,93.35,4.2,32,3,149.99,Monday,3.87,150.99,True,4
V0157,child,online,Petting Zoo,92.75,5.5,37,1,150.03,Monday,12.01,151.03,True,2
V0034,child,online,Ferris Wheel,86.94,6.0,39,2,150.17,Monday,3.07,246.07,True,3
V0684,child,online,Fun House,96.93,4.5,62,0,150.42,Monday,48.33,408.24,True,1
V0109,child,ticket_office,Flying Chairs,65.6,4.0,54,0,150.49,Monday,80.32,394.33,True,1
V0715,child,online,Mini Train,92.76,6.5,64,0,150.67,Monday,50.13,50.68,True,1
V0130,adult,ticket_office,Roller Coaster,46.61,5.5,62,0,150.68,Monday,97.25,247.16,True,1
V2107,adult,online,Haunted House,0,4.0,100,0,150.83,Monday,145.59,446.11,True,1
V1449,adult,online,Virtual Reality Zone,5.82,6.5,73,1,151.41,Monday,99.46,101.89,True,2
V0748,child,online,Mirror Maze,95.88,4.2,62,0,152.61,Monday,51.4,398.28,True,1
V0436,adult,online,Virtual Reality Zone,2.77,6.5,45,2,152.97,Monday,30.47,169.56,True,3
V0494,child,online,Pirate Ship,113.41,4.7,56,0,153.27,Monday,34.47,394.36,True,1
V0897,adult,online,Carousel,83.97,4.3,68,0,153.68,Monday,64.17,433.06,True,1
V1768,adult,online,Water Slide,25.55,4.5,90,0,153.79,Monday,123.02,464.29,True,1
V0191,adult,online,Go Karts,64.01,5.0,24,4,153.96,Monday,13.5,155.96,True,5
V1464,child,online,Ball Pit,49.56,4.0,82,0,154.01,Monday,99.72,436.89,True,1
V1896,adult,online,Laser Maze,17.7,3.8,94,0,154.15,Monday,131.52,318.12,True,1
V1301,adult,online,4D Cinema,39.34,6.0,77,1,154.15,Monday,89.88,457.59,True,2
V1500,adult,online,Observation Tower,45.89,5.0,82,0,154.43,Monday,102.9,241.97,True,1
V0027,adult,ticket_office,Bumper Cars,92.83,3.5,16,2,154.51,Monday,21.35,155.51,True,3
V1615,adult,online,Drop Tower,37.19,5.8,86,0,155.0,Monday,110.97,333.25,True,1
V0759,child,online,Swing Ride,96.82,4.2,62,0,155.37,Monday,53.17,463.51,True,1
V0664,adult,online,Flying Chairs,69.96,4.0,54,1,155.81,Monday,46.79,176.97,True,2
V0728,child,online,Fun House,99.04,4.5,62,0,156.37,Monday,51.38,264.39,True,1
V0169,child,online,Petting Zoo,95.75,5.5,40,1,156.37,Monday,12.56,256.62,True,2
V0797,child,online,Ferris Wheel,93.26,6.0,64,0,156.95,Monday,56.49,363.24,True,1
V0198,child,online,Ferris Wheel,91.39,6.0,44,1,157.62,Monday,14.08,410.72,True,2
V1425,adult,online,Roller Coaster,53.0,5.5,80,0,157.64,Monday,97.69,322.75,True,1
V0066,child,online,Mini Train,100.38,6.5,29,2,157.69,Monday,5.59,158.69,True,3
V0072,child,ticket_office,Mirror Maze,100.36,4.2,40,0,158.22,Monday,52.25,161.22,True,1
V0185,adult,ticket_office,Virtual Reality Zone,7.11,6.5,78,0,158.46,Monday,144.3,419.24,True,1
V0046,adult,ticket_office,Pirate Ship,117.98,4.7,34,0,158.6,Monday,35.29,159.6,True,1
V1811,adult,online,Water Slide,28.15,4.5,90,0,158.88,Monday,125.64,291.07,True,1
V1801,adult,online,Laser Maze,13.64,3.8,86,1,159.38,Monday,124.99,332.6,True,2
V1505,child,online,Ball Pit,51.03,4.0,80,0,159.38,Monday,102.99,413.46,True,1
V0889,adult,online,Carousel,89.44,4.3,66,0,159.43,Monday,64.24,63.07,True,1
V0801,adult,online,Bumper Cars,97.53,3.5,62,0,159.48,Monday,56.98,424.23,True,1
V0350,adult,online,Go Karts,65.41,5.0,43,1,159.51,Monday,24.24,25.9,True,2
V0917,adult,online,Virtual Reality Zone,6.78,6.5,61,2,159.97,Monday,66.16,243.82,True,3
V1341,adult,online,Observation Tower,50.39,5.0,68,1,160.31,Monday,92.96,303.57,True,2
V0782,adult,online,Swing Ride,99.89,4.2,62,0,160.5,Monday,55.49,429.55,True,1
V2251,adult,online,Haunted House,0,4.0,100,0,160.81,Monday,155.5,338.96,True,1
V0318,adult,online,4D Cinema,44.53,6.0,31,3,160.85,Monday,21.95,161.85,True,4
V1189,child,online,Flying Chairs,72.54,4.0,72,0,161.29,Monday,83.27,82.68,True,1
V1677,adult,online,Drop Tower,39.21,5.8,86,0,161.73,Monday,115.79,117.85,True,1
V0365,child,online,Fun House,104.89,4.5,48,1,161.97,Monday,25.21,475.44,True,2
V0370,child,online,Petting Zoo,98.55,5.5,48,1,162.94,Monday,25.74,281.2,True,2
V0383,child,online,Mirror Maze,104.33,4.2,40,1,163.43,Monday,27.72,164.43,True,2
V0536,child,online,Pirate Ship,121.23,4.7,52,0,164.07,Monday,37.37,377.17,True,1
V0294,adult,online,Roller Coaster,59.69,5.5,43,1,164.08,Monday,20.01,282.43,True,2
V2268,adult,online,Laser Maze,2.44,3.8,100,0,164.17,Monday,156.93,477.11,True,1
V0866,adult,online,Ferris Wheel,95.41,6.0,62,0,164.43,Monday,61.54,59.74,True,1
V0837,adult,online,Bumper Cars,100.7,3.5,60,0,164.45,Monday,58.78,,True,1
V0168,adult,ticket_office,Water Slide,28.19,4.5,70,0,164.45,Monday,130.69,414.53,True,1
V0891,adult,online,Ferris Wheel,93.65,6.0,64,0,164.63,Monday,63.96,283.4,True,1
